,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,Attendance,Time
9512,2018-01-14,Liverpool,Man City,4.0,3.0,H,1.0,1.0,D,A Marriner,16.0,,
9513,2018-01-15,Man United,Stoke,3.0,0.0,H,2.0,0.0,H,A Taylor,20.0,,
9514,2018-01-20,Arsenal,Crystal Palace,4.0,1.0,H,4.0,0.0,H,C Kavanagh,16.0,,
9515,2018-01-20,Burnley,Man United,0.0,1.0,A,0.0,0.0,D,M Dean,13.0,,
9516,2018-01-20,Everton,West Brom,1.0,1.0,D,0.0,1.0,A,S Attwell,9.0,,
9517,2018-01-20,Leicester,Watford,2.0,0.0,H,1.0,0.0,H,L Probert,9.0,,
9518,2018-01-20,Man City,Newcastle,3.0,1.0,H,1.0,0.0,H,P Tierney,21.0,,
9519,2018-01-20,Stoke,Huddersfield,2.0,0.0,H,0.0,0.0,D,M Oliver,11.0,,
9520,2018-01-20,West Ham,Bournemouth,1.0,1.0,D,0.0,0.0,D,M Atkinson,12.0,,
9521,2018-01-20,Brighton,Chelsea,0.0,4.0,A,0.0,2.0,A,J Moss,10.0,,
9522,2018-01-21,Southampton,Tottenham,1.0,1.0,D,1.0,1.0,D,K Friend,10.0,,
9523,2018-01-22,Swansea,Liverpool,1.0,0.0,H,1.0,0.0,H,N Swarbrick,3.0,,
9524,2018-01-30,West Ham,Crystal Palace,1.0,1.0,D,1.0,1.0,D,N Swarbrick,8.0,,
9525,2018-01-30,Huddersfield,Liverpool,0.0,3.0,A,0.0,2.0,A,K Friend,5.0,,
9526,2018-01-30,Swansea,Arsenal,3.0,1.0,H,1.0,1.0,D,L Mason,12.0,,
9527,2018-01-31,Man City,West Brom,3.0,0.0,H,1.0,0.0,H,R Madley,19.0,,
9528,2018-01-31,Everton,Leicester,2.0,1.0,H,2.0,0.0,H,C Kavanagh,9.0,,
9529,2018-01-31,Tottenham,Man United,2.0,0.0,H,2.0,0.0,H,A Marriner,22.0,,
9530,2018-01-31,Chelsea,Bournemouth,0.0,3.0,A,0.0,0.0,D,L Probert,21.0,,
9531,2018-01-31,Southampton,Brighton,1.0,1.0,D,0.0,1.0,A,M Dean,18.0,,
9532,2018-01-31,Newcastle,Burnley,1.0,1.0,D,0.0,0.0,D,S Hooper,14.0,,
9533,2018-01-31,Stoke,Watford,0.0,0.0,D,0.0,0.0,D,J Moss,11.0,,
9534,2018-02-03,Arsenal,Everton,5.0,1.0,H,4.0,0.0,H,N Swarbrick,15.0,,
9535,2018-02-03,Bournemouth,Stoke,2.0,1.0,H,0.0,1.0,A,P Tierney,15.0,,
9536,2018-02-03,Brighton,West Ham,3.0,1.0,H,1.0,1.0,D,R East,21.0,,
9537,2018-02-03,Leicester,Swansea,1.0,1.0,D,1.0,0.0,H,A Taylor,13.0,,
9538,2018-02-03,Man United,Huddersfield,2.0,0.0,H,0.0,0.0,D,S Attwell,16.0,,
9539,2018-02-03,West Brom,Southampton,2.0,3.0,A,1.0,2.0,A,M Oliver,9.0,,
9540,2018-02-03,Burnley,Man City,1.0,1.0,D,0.0,1.0,A,M Atkinson,8.0,,
9541,2018-02-04,Crystal Palace,Newcastle,1.0,1.0,D,0.0,1.0,A,A Marriner,21.0,,
9542,2018-02-04,Liverpool,Tottenham,2.0,2.0,D,1.0,0.0,H,J Moss,9.0,,
9543,2018-02-05,Watford,Chelsea,4.0,1.0,H,1.0,0.0,H,M Dean,21.0,,
9544,2018-02-10,West Ham,Watford,2.0,0.0,H,1.0,0.0,H,G Scott,8.0,,
9545,2018-02-10,Tottenham,Arsenal,1.0,0.0,H,0.0,0.0,D,A Taylor,18.0,,
9546,2018-02-10,Man City,Leicester,5.0,1.0,H,1.0,1.0,D,M Jones,19.0,,
9547,2018-02-10,Swansea,Burnley,1.0,0.0,H,0.0,0.0,D,A Marriner,12.0,,
9548,2018-02-10,Stoke,Brighton,1.0,1.0,D,0.0,1.0,A,R Madley,15.0,,
9549,2018-02-10,Everton,Crystal Palace,3.0,1.0,H,0.0,0.0,D,J Moss,11.0,,
9550,2018-02-11,Newcastle,Man United,1.0,0.0,H,0.0,0.0,D,C Pawson,10.0,,
9551,2018-02-11,Southampton,Liverpool,0.0,2.0,A,0.0,2.0,A,M Atkinson,6.0,,
9552,2018-02-11,Huddersfield,Bournemouth,4.0,1.0,H,2.0,1.0,H,M Oliver,15.0,,
9553,2018-02-12,Chelsea,West Brom,3.0,0.0,H,1.0,0.0,H,L Mason,20.0,,
9554,2018-02-24,West Brom,Huddersfield,1.0,2.0,A,0.0,0.0,D,J Moss,10.0,,
9555,2018-02-24,Liverpool,West Ham,4.0,1.0,H,1.0,0.0,H,S Attwell,21.0,,
9556,2018-02-24,Watford,Everton,1.0,0.0,H,0.0,0.0,D,A Taylor,13.0,,
9557,2018-02-24,Brighton,Swansea,4.0,1.0,H,1.0,0.0,H,M Dean,16.0,,
9558,2018-02-24,Bournemouth,Newcastle,2.0,2.0,D,0.0,2.0,A,R East,18.0,,
9559,2018-02-24,Burnley,Southampton,1.0,1.0,D,0.0,0.0,D,R Madley,9.0,,
9560,2018-02-24,Leicester,Stoke,1.0,1.0,D,0.0,1.0,A,M Oliver,19.0,,
9561,2018-02-25,Crystal Palace,Tottenham,0.0,1.0,A,0.0,0.0,D,K Friend,5.0,,
9562,2018-02-25,Man United,Chelsea,2.0,1.0,H,1.0,1.0,D,M Atkinson,10.0,,
9563,2018-03-01,Arsenal,Man City,0.0,3.0,A,0.0,3.0,A,A Marriner,10.0,,
9564,2018-03-03,Tottenham,Huddersfield,2.0,0.0,H,1.0,0.0,H,K Friend,15.0,,
9565,2018-03-03,Watford,West Brom,1.0,0.0,H,0.0,0.0,D,P Tierney,15.0,,
9566,2018-03-03,Swansea,West Ham,4.0,1.0,H,2.0,0.0,H,M Atkinson,9.0,,
9567,2018-03-03,Liverpool,Newcastle,2.0,0.0,H,1.0,0.0,H,G Scott,14.0,,
9568,2018-03-03,Leicester,Bournemouth,1.0,1.0,D,0.0,1.0,A,L Probert,23.0,,
9569,2018-03-03,Southampton,Stoke,0.0,0.0,D,0.0,0.0,D,A Taylor,18.0,,
9570,2018-03-03,Burnley,Everton,2.0,1.0,H,0.0,1.0,A,C Kavanagh,21.0,,
9571,2018-03-04,Man City,Chelsea,1.0,0.0,H,0.0,0.0,D,M Oliver,13.0,,
9572,2018-03-04,Brighton,Arsenal,2.0,1.0,H,2.0,1.0,H,S Attwell,13.0,,
9573,2018-03-05,Crystal Palace,Man United,2.0,3.0,A,1.0,0.0,H,N Swarbrick,10.0,,
9574,2018-03-10,West Ham,Burnley,0.0,3.0,A,0.0,0.0,D,L Mason,13.0,,
9575,2018-03-10,West Brom,Leicester,1.0,4.0,A,1.0,1.0,D,R Madley,6.0,,
9576,2018-03-10,Chelsea,Crystal Palace,2.0,1.0,H,2.0,0.0,H,A Taylor,27.0,,
9577,2018-03-10,Man United,Liverpool,2.0,1.0,H,2.0,0.0,H,C Pawson,5.0,,
9578,2018-03-10,Everton,Brighton,2.0,0.0,H,0.0,0.0,D,R East,13.0,,
9579,2018-03-10,Newcastle,Southampton,3.0,0.0,H,2.0,0.0,H,A Marriner,7.0,,
9580,2018-03-10,Huddersfield,Swansea,0.0,0.0,D,0.0,0.0,D,M Oliver,30.0,,
9581,2018-03-11,Bournemouth,Tottenham,1.0,4.0,A,1.0,1.0,D,M Dean,14.0,,
9582,2018-03-11,Arsenal,Watford,3.0,0.0,H,1.0,0.0,H,M Atkinson,11.0,,
9583,2018-03-12,Stoke,Man City,0.0,2.0,A,0.0,1.0,A,J Moss,3.0,,
9584,2018-03-17,Bournemouth,West Brom,2.0,1.0,H,0.0,0.0,D,G Scott,17.0,,
9585,2018-03-17,Huddersfield,Crystal Palace,0.0,2.0,A,0.0,1.0,A,M Dean,6.0,,
9586,2018-03-17,Liverpool,Watford,5.0,0.0,H,2.0,0.0,H,A Taylor,13.0,,
9587,2018-03-17,Stoke,Everton,1.0,2.0,A,0.0,0.0,D,M Atkinson,9.0,,
9588,2018-03-31,Crystal Palace,Liverpool,1.0,2.0,A,1.0,0.0,H,N Swarbrick,6.0,,
9589,2018-03-31,Everton,Man City,1.0,3.0,A,0.0,3.0,A,P Tierney,6.0,,
9590,2018-03-31,Man United,Swansea,2.0,0.0,H,2.0,0.0,H,R Madley,11.0,,
9591,2018-03-31,Newcastle,Huddersfield,1.0,0.0,H,0.0,0.0,D,M Atkinson,18.0,,
9592,2018-03-31,Watford,Bournemouth,2.0,2.0,D,1.0,1.0,D,A Marriner,16.0,,
9593,2018-03-31,West Brom,Burnley,1.0,2.0,A,0.0,1.0,A,L Probert,8.0,,
9594,2018-03-31,West Ham,Southampton,3.0,0.0,H,3.0,0.0,H,J Moss,13.0,,
9595,2018-03-31,Brighton,Leicester,0.0,2.0,A,0.0,0.0,D,C Kavanagh,15.0,,
9596,2018-04-01,Arsenal,Stoke,3.0,0.0,H,0.0,0.0,D,C Pawson,24.0,,
9597,2018-04-01,Chelsea,Tottenham,1.0,3.0,A,1.0,1.0,D,A Marriner,14.0,,
9598,2018-04-07,Brighton,Huddersfield,1.0,1.0,D,1.0,1.0,D,A Taylor,13.0,,
9599,2018-04-07,West Brom,Swansea,1.0,1.0,D,0.0,0.0,D,R East,15.0,,
9600,2018-04-07,Watford,Burnley,1.0,2.0,A,0.0,0.0,D,P Tierney,14.0,,
9601,2018-04-07,Bournemouth,Crystal Palace,2.0,2.0,D,0.0,0.0,D,J Moss,20.0,,
9602,2018-04-07,Man City,Man United,2.0,3.0,A,2.0,0.0,H,M Atkinson,20.0,,
9603,2018-04-07,Leicester,Newcastle,1.0,2.0,A,0.0,1.0,A,S Attwell,8.0,,
9604,2018-04-07,Everton,Liverpool,0.0,0.0,D,0.0,0.0,D,M Oliver,6.0,,
9605,2018-04-07,Stoke,Tottenham,1.0,2.0,A,0.0,0.0,D,G Scott,10.0,,
9606,2018-04-08,Arsenal,Southampton,3.0,2.0,H,2.0,1.0,H,A Marriner,13.0,,
9607,2018-04-08,Chelsea,West Ham,1.0,1.0,D,1.0,0.0,H,K Friend,23.0,,
9608,2018-04-14,Crystal Palace,Brighton,3.0,2.0,H,3.0,2.0,H,A Marriner,15.0,,
9609,2018-04-14,Huddersfield,Watford,1.0,0.0,H,0.0,0.0,D,C Pawson,9.0,,
9610,2018-04-14,Liverpool,Bournemouth,3.0,0.0,H,1.0,0.0,H,C Kavanagh,20.0,,
9611,2018-04-14,Southampton,Chelsea,2.0,3.0,A,1.0,0.0,H,M Dean,10.0,,
9612,2018-04-14,Swansea,Everton,1.0,1.0,D,0.0,1.0,A,L Mason,17.0,,
9613,2018-04-14,Tottenham,Man City,1.0,3.0,A,1.0,2.0,A,J Moss,8.0,,
9614,2018-04-14,Burnley,Leicester,2.0,1.0,H,2.0,0.0,H,M Atkinson,8.0,,
9615,2018-04-15,Man United,West Brom,0.0,1.0,A,0.0,0.0,D,P Tierney,14.0,,
9616,2018-04-15,Newcastle,Arsenal,2.0,1.0,H,1.0,1.0,D,A Taylor,8.0,,
9617,2018-04-16,West Ham,Stoke,1.0,1.0,D,0.0,0.0,D,M Oliver,18.0,,
9618,2018-04-17,Brighton,Tottenham,1.0,1.0,D,0.0,0.0,D,K Friend,8.0,,
9619,2018-04-18,Bournemouth,Man United,0.0,2.0,A,0.0,1.0,A,G Scott,13.0,,
9620,2018-04-19,Burnley,Chelsea,1.0,2.0,A,0.0,1.0,A,R Madley,5.0,,
9621,2018-04-19,Leicester,Southampton,0.0,0.0,D,0.0,0.0,D,R East,11.0,,
9622,2018-04-21,Watford,Crystal Palace,0.0,0.0,D,0.0,0.0,D,C Kavanagh,14.0,,
9623,2018-04-21,West Brom,Liverpool,2.0,2.0,D,0.0,1.0,A,S Attwell,13.0,,
9624,2018-04-22,Stoke,Burnley,1.0,1.0,D,1.0,0.0,H,M Dean,8.0,,
9625,2018-04-22,Arsenal,West Ham,4.0,1.0,H,0.0,0.0,D,L Mason,20.0,,
9626,2018-04-22,Man City,Swansea,5.0,0.0,H,2.0,0.0,H,C Pawson,19.0,,
9627,2018-04-23,Everton,Newcastle,1.0,0.0,H,0.0,0.0,D,R Madley,9.0,,
9628,2018-04-28,Burnley,Brighton,0.0,0.0,D,0.0,0.0,D,R East,10.0,,
9629,2018-04-28,Crystal Palace,Leicester,5.0,0.0,H,2.0,0.0,H,M Dean,15.0,,
9630,2018-04-28,Huddersfield,Everton,0.0,2.0,A,0.0,1.0,A,L Probert,9.0,,
9631,2018-04-28,Liverpool,Stoke,0.0,0.0,D,0.0,0.0,D,A Marriner,20.0,,
9632,2018-04-28,Southampton,Bournemouth,2.0,1.0,H,1.0,1.0,D,A Taylor,14.0,,
9633,2018-04-28,Swansea,Chelsea,0.0,1.0,A,0.0,1.0,A,J Moss,10.0,,
9634,2018-04-28,Newcastle,West Brom,0.0,1.0,A,0.0,1.0,A,D Coote,17.0,,
9635,2018-04-29,Man United,Arsenal,2.0,1.0,H,1.0,0.0,H,K Friend,17.0,,
9636,2018-04-29,West Ham,Man City,1.0,4.0,A,1.0,2.0,A,N Swarbrick,4.0,,
9637,2018-04-30,Tottenham,Watford,2.0,0.0,H,1.0,0.0,H,M Oliver,13.0,,
9638,2018-05-04,Brighton,Man United,1.0,0.0,H,0.0,0.0,D,C Pawson,11.0,,
9639,2018-05-05,Watford,Newcastle,2.0,1.0,H,2.0,0.0,H,R East,11.0,,
9640,2018-05-05,West Brom,Tottenham,1.0,0.0,H,0.0,0.0,D,M Jones,9.0,,
9641,2018-05-05,Everton,Southampton,1.0,1.0,D,0.0,0.0,D,J Moss,9.0,,
9642,2018-05-05,Leicester,West Ham,0.0,2.0,A,0.0,1.0,A,C Kavanagh,13.0,,
9643,2018-05-05,Stoke,Crystal Palace,1.0,2.0,A,1.0,0.0,H,M Atkinson,7.0,,
9644,2018-05-05,Bournemouth,Swansea,1.0,0.0,H,1.0,0.0,H,K Friend,13.0,,
9645,2018-05-06,Chelsea,Liverpool,1.0,0.0,H,1.0,0.0,H,A Taylor,12.0,,
9646,2018-05-06,Man City,Huddersfield,0.0,0.0,D,0.0,0.0,D,M Dean,15.0,,
9647,2018-05-06,Arsenal,Burnley,5.0,0.0,H,2.0,0.0,H,A Marriner,16.0,,
9648,2018-05-08,Swansea,Southampton,0.0,1.0,A,0.0,0.0,D,M Oliver,11.0,,
9649,2018-05-09,Chelsea,Huddersfield,1.0,1.0,D,0.0,0.0,D,L Mason,22.0,,
9650,2018-05-09,Leicester,Arsenal,3.0,1.0,H,1.0,0.0,H,G Scott,19.0,,
9651,2018-05-09,Man City,Brighton,3.0,1.0,H,2.0,1.0,H,P Tierney,19.0,,
9652,2018-05-09,Tottenham,Newcastle,1.0,0.0,H,0.0,0.0,D,N Swarbrick,11.0,,
9653,2018-05-10,West Ham,Man United,0.0,0.0,D,0.0,0.0,D,J Moss,9.0,,
9654,2018-05-13,West Ham,Everton,3.0,1.0,H,1.0,0.0,H,G Scott,15.0,,
9655,2018-05-13,Tottenham,Leicester,5.0,4.0,H,1.0,2.0,A,C Pawson,14.0,,
9656,2018-05-13,Swansea,Stoke,1.0,2.0,A,1.0,2.0,A,A Taylor,26.0,,
9657,2018-05-13,Southampton,Man City,0.0,1.0,A,0.0,0.0,D,A Marriner,8.0,,
9658,2018-05-13,Crystal Palace,West Brom,2.0,0.0,H,0.0,0.0,D,J Moss,11.0,,
9659,2018-05-13,Man United,Watford,1.0,0.0,H,1.0,0.0,H,L Mason,7.0,,
9660,2018-05-13,Liverpool,Brighton,4.0,0.0,H,2.0,0.0,H,K Friend,22.0,,
9661,2018-05-13,Huddersfield,Arsenal,0.0,1.0,A,0.0,1.0,A,M Oliver,18.0,,
9662,2018-05-13,Newcastle,Chelsea,3.0,0.0,H,1.0,0.0,H,M Atkinson,16.0,,
9663,2018-05-13,Burnley,Bournemouth,1.0,2.0,A,1.0,0.0,H,P Tierney,12.0,,
9664,2018-08-10,Man United,Leicester,2.0,1.0,H,1.0,0.0,H,A Marriner,8.0,,
9665,2018-08-11,Bournemouth,Cardiff,2.0,0.0,H,1.0,0.0,H,K Friend,12.0,,
9666,2018-08-11,Wolves,Everton,2.0,2.0,D,1.0,1.0,D,C Pawson,11.0,,
9667,2018-08-11,Watford,Brighton,2.0,0.0,H,1.0,0.0,H,J Moss,19.0,,
9668,2018-08-11,Fulham,Crystal Palace,0.0,2.0,A,0.0,1.0,A,M Dean,15.0,,
9669,2018-08-11,Huddersfield,Chelsea,0.0,3.0,A,0.0,2.0,A,C Kavanagh,6.0,,
9670,2018-08-11,Newcastle,Tottenham,1.0,2.0,A,1.0,2.0,A,M Atkinson,15.0,,
9671,2018-08-12,Liverpool,West Ham,4.0,0.0,H,2.0,0.0,H,A Taylor,18.0,,
9672,2018-08-12,Southampton,Burnley,0.0,0.0,D,0.0,0.0,D,G Scott,18.0,,
9673,2018-08-12,Arsenal,Man City,0.0,2.0,A,0.0,1.0,A,M Oliver,9.0,,
9674,2018-08-18,Cardiff,Newcastle,0.0,0.0,D,0.0,0.0,D,C Pawson,12.0,,
9675,2018-08-18,Chelsea,Arsenal,3.0,2.0,H,2.0,2.0,D,M Atkinson,24.0,,
9676,2018-08-18,Everton,Southampton,2.0,1.0,H,2.0,0.0,H,L Mason,13.0,,
9677,2018-08-18,Leicester,Wolves,2.0,0.0,H,2.0,0.0,H,M Dean,6.0,,
9678,2018-08-18,Tottenham,Fulham,3.0,1.0,H,1.0,0.0,H,A Taylor,25.0,,
9679,2018-08-18,West Ham,Bournemouth,1.0,2.0,A,1.0,0.0,H,S Attwell,11.0,,
9680,2018-08-19,Brighton,Man United,3.0,2.0,H,3.0,1.0,H,K Friend,6.0,,
9681,2018-08-19,Burnley,Watford,1.0,3.0,A,1.0,1.0,D,P Tierney,8.0,,
9682,2018-08-19,Man City,Huddersfield,6.0,1.0,H,3.0,1.0,H,A Marriner,32.0,,
9683,2018-08-20,Crystal Palace,Liverpool,0.0,2.0,A,0.0,1.0,A,M Oliver,8.0,,
9684,2018-08-25,Wolves,Man City,1.0,1.0,D,0.0,0.0,D,M Atkinson,11.0,,
9685,2018-08-25,Southampton,Leicester,1.0,2.0,A,0.0,0.0,D,J Moss,11.0,,
9686,2018-08-25,Arsenal,West Ham,3.0,1.0,H,1.0,1.0,D,G Scott,17.0,,
9687,2018-08-25,Huddersfield,Cardiff,0.0,0.0,D,0.0,0.0,D,M Oliver,5.0,,
9688,2018-08-25,Bournemouth,Everton,2.0,2.0,D,0.0,0.0,D,L Probert,17.0,,
9689,2018-08-25,Liverpool,Brighton,1.0,0.0,H,1.0,0.0,H,C Kavanagh,22.0,,
9690,2018-08-26,Fulham,Burnley,4.0,2.0,H,3.0,2.0,H,D Coote,25.0,,
9691,2018-08-26,Newcastle,Chelsea,1.0,2.0,A,0.0,0.0,D,P Tierney,6.0,,
9692,2018-08-26,Watford,Crystal Palace,2.0,1.0,H,0.0,0.0,D,A Taylor,13.0,,
9693,2018-08-27,Man United,Tottenham,0.0,3.0,A,0.0,0.0,D,C Pawson,23.0,,
9694,2018-09-01,Man City,Newcastle,2.0,1.0,H,1.0,1.0,D,K Friend,24.0,,
9695,2018-09-01,West Ham,Wolves,0.0,1.0,A,0.0,0.0,D,C Kavanagh,13.0,,
9696,2018-09-01,Leicester,Liverpool,1.0,2.0,A,0.0,2.0,A,P Tierney,12.0,,
9697,2018-09-01,Brighton,Fulham,2.0,2.0,D,0.0,1.0,A,L Probert,15.0,,
9698,2018-09-01,Crystal Palace,Southampton,0.0,2.0,A,0.0,0.0,D,M Atkinson,20.0,,
9699,2018-09-01,Chelsea,Bournemouth,2.0,0.0,H,0.0,0.0,D,L Mason,24.0,,
9700,2018-09-01,Everton,Huddersfield,1.0,1.0,D,1.0,1.0,D,S Attwell,11.0,,
9701,2018-09-02,Burnley,Man United,0.0,2.0,A,0.0,2.0,A,J Moss,9.0,,
9702,2018-09-02,Cardiff,Arsenal,2.0,3.0,A,1.0,1.0,D,A Taylor,14.0,,
9703,2018-09-02,Watford,Tottenham,2.0,1.0,H,0.0,0.0,D,A Marriner,7.0,,
9704,2018-09-15,Watford,Man United,1.0,2.0,A,0.0,2.0,A,M Dean,14.0,,
9705,2018-09-15,Tottenham,Liverpool,1.0,2.0,A,0.0,1.0,A,M Oliver,11.0,,
9706,2018-09-15,Newcastle,Arsenal,1.0,2.0,A,0.0,0.0,D,L Probert,4.0,,
9707,2018-09-15,Huddersfield,Crystal Palace,0.0,1.0,A,0.0,1.0,A,L Mason,15.0,,
9708,2018-09-15,Chelsea,Cardiff,4.0,1.0,H,2.0,1.0,H,J Moss,18.0,,
9709,2018-09-15,Bournemouth,Leicester,4.0,2.0,H,3.0,0.0,H,C Pawson,10.0,,
9710,2018-09-15,Man City,Fulham,3.0,0.0,H,2.0,0.0,H,S Attwell,28.0,,
9711,2018-09-16,Everton,West Ham,1.0,3.0,A,1.0,2.0,A,M Atkinson,16.0,,
9712,2018-09-16,Wolves,Burnley,1.0,0.0,H,0.0,0.0,D,A Marriner,30.0,,
9713,2018-09-17,Southampton,Brighton,2.0,2.0,D,1.0,0.0,H,A Taylor,14.0,,
9714,2018-09-22,Man United,Wolves,1.0,1.0,D,1.0,0.0,H,K Friend,15.0,,
9715,2018-09-22,Liverpool,Southampton,3.0,0.0,H,3.0,0.0,H,P Tierney,12.0,,
9716,2018-09-22,Leicester,Huddersfield,3.0,1.0,H,1.0,1.0,D,D Coote,18.0,,
9717,2018-09-22,Cardiff,Man City,0.0,5.0,A,0.0,3.0,A,M Oliver,2.0,,
9718,2018-09-22,Crystal Palace,Newcastle,0.0,0.0,D,0.0,0.0,D,A Marriner,16.0,,
9719,2018-09-22,Fulham,Watford,1.0,1.0,D,0.0,1.0,A,M Atkinson,15.0,,
9720,2018-09-22,Burnley,Bournemouth,4.0,0.0,H,2.0,0.0,H,A Taylor,12.0,,
9721,2018-09-22,Brighton,Tottenham,1.0,2.0,A,0.0,1.0,A,C Kavanagh,8.0,,
9722,2018-09-23,Arsenal,Everton,2.0,0.0,H,0.0,0.0,D,J Moss,9.0,,
9723,2018-09-23,West Ham,Chelsea,0.0,0.0,D,0.0,0.0,D,M Dean,6.0,,
9724,2018-09-29,Arsenal,Watford,2.0,0.0,H,0.0,0.0,D,A Taylor,9.0,,
9725,2018-09-29,Chelsea,Liverpool,1.0,1.0,D,1.0,0.0,H,A Marriner,10.0,,
9726,2018-09-29,Everton,Fulham,3.0,0.0,H,0.0,0.0,D,R East,19.0,,
9727,2018-09-29,Huddersfield,Tottenham,0.0,2.0,A,0.0,2.0,A,C Pawson,9.0,,
9728,2018-09-29,Man City,Brighton,2.0,0.0,H,1.0,0.0,H,L Mason,28.0,,
9729,2018-09-29,Newcastle,Leicester,0.0,2.0,A,0.0,1.0,A,S Hooper,6.0,,
9730,2018-09-29,West Ham,Man United,3.0,1.0,H,2.0,0.0,H,M Oliver,8.0,,
9731,2018-09-29,Wolves,Southampton,2.0,0.0,H,0.0,0.0,D,S Attwell,14.0,,
9732,2018-09-30,Cardiff,Burnley,1.0,2.0,A,0.0,0.0,D,M Atkinson,19.0,,
9733,2018-10-01,Bournemouth,Crystal Palace,2.0,1.0,H,1.0,0.0,H,M Dean,11.0,,
9734,2018-10-05,Brighton,West Ham,1.0,0.0,H,1.0,0.0,H,K Friend,9.0,,
9735,2018-10-06,Watford,Bournemouth,0.0,4.0,A,0.0,3.0,A,J Moss,14.0,,
9736,2018-10-06,Man United,Newcastle,3.0,2.0,H,0.0,2.0,A,A Taylor,18.0,,
9737,2018-10-06,Tottenham,Cardiff,1.0,0.0,H,1.0,0.0,H,M Dean,19.0,,
9738,2018-10-06,Crystal Palace,Wolves,0.0,1.0,A,0.0,0.0,D,M Oliver,11.0,,
9739,2018-10-06,Burnley,Huddersfield,1.0,1.0,D,1.0,0.0,H,C Kavanagh,6.0,,
9740,2018-10-06,Leicester,Everton,1.0,2.0,A,1.0,1.0,D,A Marriner,8.0,,
9741,2018-10-07,Fulham,Arsenal,1.0,5.0,A,1.0,1.0,D,P Tierney,21.0,,
9742,2018-10-07,Liverpool,Man City,0.0,0.0,D,0.0,0.0,D,M Atkinson,7.0,,
9743,2018-10-07,Southampton,Chelsea,0.0,3.0,A,0.0,1.0,A,C Pawson,15.0,,
9744,2018-10-20,Wolves,Watford,0.0,2.0,A,0.0,2.0,A,L Mason,10.0,,
9745,2018-10-20,West Ham,Tottenham,0.0,1.0,A,0.0,1.0,A,M Atkinson,13.0,,
9746,2018-10-20,Man City,Burnley,5.0,0.0,H,1.0,0.0,H,J Moss,24.0,,
9747,2018-10-20,Newcastle,Brighton,0.0,1.0,A,0.0,1.0,A,A Marriner,27.0,,
9748,2018-10-20,Chelsea,Man United,2.0,2.0,D,1.0,0.0,H,M Dean,21.0,,
9749,2018-10-20,Cardiff,Fulham,4.0,2.0,H,2.0,2.0,D,K Friend,22.0,,
9750,2018-10-20,Bournemouth,Southampton,0.0,0.0,D,0.0,0.0,D,L Probert,10.0,,
9751,2018-10-20,Huddersfield,Liverpool,0.0,1.0,A,0.0,1.0,A,M Oliver,13.0,,
9752,2018-10-21,Everton,Crystal Palace,2.0,0.0,H,0.0,0.0,D,A Taylor,20.0,,
9753,2018-10-22,Arsenal,Leicester,3.0,1.0,H,1.0,1.0,D,C Kavanagh,19.0,,
9754,2018-10-27,Brighton,Wolves,1.0,0.0,H,0.0,0.0,D,A Taylor,2.0,,
9755,2018-10-27,Fulham,Bournemouth,0.0,3.0,A,0.0,1.0,A,A Marriner,11.0,,
9756,2018-10-27,Leicester,West Ham,1.0,1.0,D,0.0,1.0,A,M Oliver,21.0,,
9757,2018-10-27,Liverpool,Cardiff,4.0,1.0,H,1.0,0.0,H,S Attwell,19.0,,
9758,2018-10-27,Southampton,Newcastle,0.0,0.0,D,0.0,0.0,D,C Kavanagh,22.0,,
9759,2018-10-27,Watford,Huddersfield,3.0,0.0,H,2.0,0.0,H,M Dean,12.0,,
9760,2018-10-28,Man United,Everton,2.0,1.0,H,1.0,0.0,H,J Moss,14.0,,
9761,2018-10-28,Burnley,Chelsea,0.0,4.0,A,0.0,1.0,A,C Pawson,7.0,,
9762,2018-10-28,Crystal Palace,Arsenal,2.0,2.0,D,1.0,0.0,H,M Atkinson,16.0,,
9763,2018-10-29,Tottenham,Man City,0.0,1.0,A,0.0,1.0,A,K Friend,4.0,,
9764,2018-11-03,Arsenal,Liverpool,1.0,1.0,D,0.0,0.0,D,A Marriner,12.0,,
9765,2018-11-03,Bournemouth,Man United,1.0,2.0,A,1.0,1.0,D,P Tierney,18.0,,
9766,2018-11-03,Cardiff,Leicester,0.0,1.0,A,0.0,0.0,D,L Probert,11.0,,
9767,2018-11-03,Everton,Brighton,3.0,1.0,H,1.0,1.0,D,D Coote,14.0,,
9768,2018-11-03,Newcastle,Watford,1.0,0.0,H,0.0,0.0,D,C Pawson,10.0,,
9769,2018-11-03,West Ham,Burnley,4.0,2.0,H,1.0,1.0,D,R East,22.0,,
9770,2018-11-03,Wolves,Tottenham,2.0,3.0,A,0.0,2.0,A,M Dean,16.0,,
9771,2018-11-04,Chelsea,Crystal Palace,3.0,1.0,H,1.0,0.0,H,M Oliver,15.0,,
9772,2018-11-04,Man City,Southampton,6.0,1.0,H,4.0,1.0,H,L Mason,18.0,,
9773,2018-11-05,Huddersfield,Fulham,1.0,0.0,H,1.0,0.0,H,A Taylor,10.0,,
9774,2018-11-10,Southampton,Watford,1.0,1.0,D,1.0,0.0,H,S Hooper,14.0,,
9775,2018-11-10,Newcastle,Bournemouth,2.0,1.0,H,2.0,1.0,H,L Probert,18.0,,
9776,2018-11-10,Cardiff,Brighton,2.0,1.0,H,1.0,1.0,D,M Atkinson,20.0,,
